,Unnamed: 0.1,Unnamed: 0,scene_idx,pic_idx,file,cap0,cap1,cap2,cap3,cap4,cap5,train_cap,CIDEr,informative
629,9209,9209,148,3,Scene148_3.png,The boy is sitting near a tent.,It is raining on the girl and the boy.,An airplane is in the sky.,An airplane flies above the girl and the boy.,The boy sits outside the tent in the rain.,The girl waves at the boy.,boy and girl playing in the rain in the park.,0.160889084882184,1.0
630,9220,9220,352,1,Scene352_1.png,The boy is busy playing.,A big bear is scaring the girl.,The girl wants to save her pie.,The bear is scaring the girl.,The girl has a pie.,The boy is wearing a witch hat.,family of bears dancing in the forest.,3.3637274521747644e-07,0.0
631,9223,9223,352,8,Scene352_8.png,The bear is roaring at the girl.,The boy is running from the bear.,The dog is in front of the bear.,The girl's hands are in the air.,The boy is running from the bear.,A bear is trying to scare the girl.,how to draw a bear for kids.,0.1517713968296588,1.0
632,9224,9224,352,2,Scene352_2.png,The happy dog sniffs the screaming bear.,The boy is running in front of the tent.,The girl is worried and raises her arms.,The dog is standing by the bear.,The boy and the girl are scared.,The boy is by the tent.,children playing in the field illustration.,0.004431882413712195,1.0
633,9270,9270,180,1,Scene180_1.png,The girl is kicking the ball.,The boy is catching the ball.,The boy is standing by the slide.,A pretty hot air balloon floats by.,The boy is trying to teach the girl how to kick.,The girl has never kicked a soccer ball.,animated tv program on a football field.,0.00021243032258779846,1.0
634,9272,9272,180,5,Scene180_5.png,The boy is upset because the girl is mad and leaving.,The girl is mad and kicks her hat and tennis racquet away.,The boy tells the girl to stay but she stomps away mad.,A hot air balloon is flying.,The girl is near the the swings.,The boy is holding both arms up.,boy and girl playing golf in the park vector art illustration.,0.006036776081529109,1.0
635,9279,9279,180,3,Scene180_3.png,The boy and the girl are playing with the soccer ball.,There is an owl in the tree.,The cat is sitting under the tree.,An owl watches the boy and the girl play.,The girl kicked the soccer ball the wrong way.,The boy worries he won't be able to catch the ball.,children playing football in the park on a sunny day.,0.0399519107692409,1.0
636,9341,9341,165,7,Scene165_7.png,The boy is sad because it's raining on him.,The girl watches a rocket fly by.,The boy is holding a wet hotdog.,The boy is holding a hot dog.,The girl is watching the rocket take off.,The boy is getting rained on.,children playing in the park vector art illustration.,1.3677327354100856e-07,1.0
637,9347,9347,165,6,Scene165_6.png,It is raining on the boy and the girl's BBQ.,The girl sees a rocketship.,The boy is sad he dropped his pie.,The girl waved to the rocket ship.,The boy baked a pie.,The rain fell on the hotdogs.,mother and daughter cooking in the kitchen.,0.00238742842007656,1.0
638,9348,9348,165,4,Scene165_4.png,It's raining on the boy and his hot dog.,The girl is excited to see a rocket.,The barbecue grill is getting rained on.,The girl sees a rocket ship.,The boy is holding a hotdog.,The boy is sad it is raining.,kids jumping in the rain.,2.8377998538678295e-07,0.0
639,9550,9550,570,1,Scene570_1.png,The boy hs stepped on the fire.,The girl is running too help the boy.,The boy is holding a hot dog.,The boy sitting at the fire with a hot dog.,The girl is near the tree.,The girl is running towards the boy.,boys playing soccer in the park vector art illustration.,1.0883308108156425e-06,1.0
640,9555,9555,570,9,Scene570_9.png,The boy is sitting on the ground.,The girl is running towards the boy.,The boy is holding a hot dog.,The boy is enjoying a hotdog with mustard.,The girl is running toward the boy.,The boy is sitting by the campfire.,boy sitting near the fire in the park.,0.04677957330437128,1.0
641,9559,9559,570,3,Scene570_3.png,The girl is holding a baseball bat.,The boy is sitting by a fire.,The boy is holding a hot dog.,The girl is holding a baseball bat.,The boy is wearing a blue hat.,The boy is holding a hotdog.,children in the summer sun.,0.0,1.0
642,9590,9590,617,1,Scene617_1.png,The boy throws the football at the girl.,The girl is afraid of the football.,The dog wants to play on the swings.,The boy is wearing a baseball cap.,The girl and the boy are playing football.,The swing set has two swings.,boy and girl playing with a dog in the park vector art illustration.,0.05153099003946654,0.0
643,9592,9592,617,5,Scene617_5.png,The girl is kicking a foot ball.,The boy is near a dog.,The boy is going to catch the foot ball.,The girl is kicking the football to the boy.,The boy is getting ready to catch the football.,The dog is watching the girl and the boy.,kids playing with dog on the lawn.,0.05979387064433944,1.0
644,9594,9594,617,2,Scene617_2.png,The boy is catching the ball.,The dog is next to the slide.,The girl is really happy.,The boy and the girl are at the park.,The girl throws the ball to the boy.,The boy jumps to catch the ball.,animated tv program in the garden.,1.5878627006095604e-06,1.0
645,9663,9663,779,8,Scene779_8.png,The girl let her balloons go into the sky.,The boy is sad that the girl lost the balloons.,The girl is running to try and catch the balloons.,The balloons are floating away.,The boy and the girl are cooking outside.,The girl is scared of the fire.,a boy and girl having fun playing in the grass with fire.,0.14565127103594885,1.0
646,9665,9665,779,9,Scene779_9.png,The girl has let go of her balloons.,The balloons float up into the sky.,The boy tells the girl to come home.,The boy is very sad.,The girl is very surprised.,The girl is near balloons.,girl flying with a kite in the park.,0.0003438344764637331,1.0
647,9668,9668,779,4,Scene779_4.png,The boy and the girl wave at the rocket.,The girl has a pirate hat.,The boy has a hat with horns.,The girl's balloons are getting away.,The boy threw a rocket up into the air.,The girl wore her pirate hat to the park today.,boys playing on the beach vector art illustration.,5.931964943204663e-07,1.0
648,9710,9710,572,1,Scene572_1.png,The rocket is sailing up into the sky.,The girl is holding the owl.,The boy is sitting on the bounce ride.,The boy is sitting on the bumblebee.,The girl is holding the owl.,The rocket is taking off.,children playing on the beach vector art illustration.,0.010846779847631282,0.0
649,9713,9713,572,8,Scene572_8.png,The girl is holding an owl.,The boy is sitting on the bee.,The girl is wearing a hat.,The boy is playing on the bubble bee.,The boy is sad that the girl is standing on his legs.,The cat is watching the owl.,a boy and a girl playing video games together.,0.020002898835528752,1.0
650,9715,9715,572,9,Scene572_9.png,The girl has an owl on her head.,A rocketship is flying in the sky.,The boy thinks the girl is silly.,A brown owl sits on the girl's head.,A tiny rocket ship blasts off above the girl.,The boy is sitting on the bumblebee ride.,children flying with a piggy bank and a worm.,0.01417346699663034,1.0
651,9751,9751,803,7,Scene803_7.png,A dog is hiding behind a tree.,The boy has a hot dog.,The girl is waving at the boy.,The boy is eating a hotdog.,The dog is hiding behind the tree.,The boy and the girl are standing in front of a tent.,boy and girl standing in front of tent.,0.4328288344288548,1.0
652,9755,9755,803,9,Scene803_9.png,The boy has a hot dog.,The girl is playing with the dog.,It is starting to rain on the grill.,The boy is eating a hot dog.,The girl is smiling at the dog.,The girl is sitting on the ground.,family picnic in the nature.,1.3533516548290464e-06,1.0
653,9756,9756,803,0,Scene803_0.png,The girl is sitting on the ground.,The girl is wearing a hat.,The boy is holding a hot dog.,The girl is wearing the hat.,The boy is holding the hot dog.,The girl is sitting by the pit.,a boy and girl having barbecue on the grass.,0.029673123070136295,0.0
654,9820,9820,804,1,Scene804_1.png,The owl is on the airplane.,The boy threw the beach ball.,The girl is going to hit the ball.,The owl is standing on the airplane.,The girl is holding a tennis racquet.,The boy is waving at the girl.,family playing golf together in the park.,1.3113244751751042e-06,0.0
655,9821,9821,804,7,Scene804_7.png,There is an airplane in the sky.,The girl is holding a tennis racquet.,The boy threw the beach ball to the girl.,The boy is very happy.,The girl is holding a rack.,The boy is near a apple tree.,boy flying in the park vector art illustration.,0.008109283494285975,1.0
656,9827,9827,804,6,Scene804_6.png,There is an owl on the plane.,The boy is holding a tennis racket.,The girl is throwing a ball.,The girl is holding a beach ball.,The boy is holding a tennis racket.,The boy is wearing purple sunglasses.,a girl playing tennis with her friends.,0.21093241524863082,1.0
657,9830,9830,815,1,Scene815_1.png,The girl is holding balloons.,The boy has a bat in his hand.,There is a snake on the ground.,The boy is wearing a pirate hat.,The girl is wearing a crown.,The girl kicked the football.,cartoon boy and girl playing cricket in the field.,0.010147622449721314,1.0
658,9832,9832,815,5,Scene815_5.png,The girl is kicking the ball.,The girl is wearing a crown.,The boy is wearing a pirate hat.,The girl is kicking a football.,The boy is wearing a pirate hat.,The girl is wearing a crown.,girl running with a football.,0.20493504433147297,1.0
659,9839,9839,815,3,Scene815_3.png,The girl kicked the football hard.,The boy laughed at the girl.,The boy had on a pirates hat.,The boy is wearing a pirate hat.,The girl is wearing a crown.,The girl kicked the ball to the boy.,cheerful young football players kicking the ball up in the air.,0.05981038851914057,1.0
660,9852,9852,513,5,Scene513_5.png,The boy doesn't want to play frisbee.,The girl wants the boy to play with her.,The girl and the boy are angry today.,The boy and the girl both look angry.,The girl is throwing a frisbie.,The boy is waiting to catch the frisbie.,boy and girl playing in the park illustration.,0.009336011969360722,1.0
661,9858,9858,513,4,Scene513_4.png,It is a very sunny day in the park.,The boy is tossing a frisbee.,The girl is jumping to catch the frisbee.,The boy is throwing the Frisbee.,The girl is running for the Frisbee.,The jet is loud.,children playing baseball on the field.,7.704289984429951e-07,0.0
662,9859,9859,513,3,Scene513_3.png,The boy is throwing a Frisbee to the girl,The girl is not having fun.,The boy and the girl are both wearing hats.,The boy is wearing the hat.,The boy is flying the frisbee.,The girl is wearing the hat.,happy family having picnic in the park.,0.08083233871383126,0.0
663,9890,9890,728,1,Scene728_1.png,The girl is sitting in front of the swingset.,The boy is sitting in front of the slide.,The boy is wearing blue shoes.,The girl fell off the swing.,The boy is surprised at the girl.,The girl is next to the toy.,playground for children in the park illustration.,0.009248911422852581,0.0
664,9892,9892,728,5,Scene728_5.png,The boy is close to a fire.,The girl looks scared.,The boy and the girl are sitting on the ground.,The girl is sitting by the fire.,The boy is sitting by the fire.,The boy is sitting by the ball.,kids playing with fire in the forest.,0.2632923154727599,1.0
665,9899,9899,728,3,Scene728_3.png,The girl is sad because she fell down.,The boy is wearing a hat.,The boy is worried about the girl.,The girl is very surprised.,The boy has on a hat.,The boy is very shock.,boy and girl having fun on a playground.,0.056460134946505994,1.0
